speaker,sentence,sentence_ons,sentence_off,c1_rel,c2_rel,v1_ons,v1_off,frame,word,vowel,vowel_ipa,c2,place,voicing,num_syl,sentence_duration,rel_rel,v1_duration,c2_clos_duration,speech_rate,speech_rate_c
en04,She'll say 'targus' this Sunday,13.348465,15.173453,13.900871224738479,NA,13.980799540511024,14.118465,We'll say '{word}' this Friday,targus,ar,ɑː,g,velar,voiced,di,1.8249880000000012,NA,137.6654594889768,NA,3.8356416590136457,-0.46443760532762424
en04,She'll say 'teeb' this Sunday,16.780662,18.588228,17.528134940567853,17.864107270335055,17.635828400613846,17.771042463154092,You'll say '{word}' this Monday,teeb,ee,iː,b,labial,voiced,mono,1.8075660000000013,335.9723297672019,135.21406254024626,93.0648071809621,3.319380869080297,-0.9806983952609731
en04,They'll say 'teepus' this Tuesday,20.104989,21.915891,20.61434421621531,20.871235486599836,20.69060394210106,20.768800026461683,She'll say '{word}' this Sunday,teepus,ee,iː,p,labial,voiceless,di,1.8109019999999987,256.891270384525,78.19608436062353,102.43546013815319,3.8654769832934113,-0.4346022810478587
en04,She'll say 'terpus' this Sunday,23.446094,25.345127,24.115247688740254,24.404494503941514,24.184626107367947,24.30843657427227,They'll say '{word}' this Tuesday,terpus,er,əː,p,labial,voiceless,di,1.8990330000000029,289.2468152012597,123.81046690432385,96.05792966924298,3.686086550365365,-0.6139927139759052
en04,We'll say 'teeg' this Friday,26.96,28.620523,27.492035312525115,27.831252646106776,27.584699505825107,27.762269780727358,She'll say '{word}' this Sunday,teeg,ee,iː,g,velar,voiced,mono,1.6605229999999978,339.2173335816615,177.5702749022514,68.982865379418,3.6133194180387793,-0.6867598463024907
en04,We'll say 'terb' this Friday,30.31814,31.934061,30.81930391862555,31.143148877895705,30.893551429051286,31.06814,We'll say '{word}' this Friday,terb,er,əː,b,labial,voiced,mono,1.6159210000000002,323.8449592701542,174.58857094871405,75.00887789570498,3.713052803942767,-0.5870264603985031
en04,You'll say 'teek' this Monday,33.798249,35.331413,34.33697221426673,34.59390552080928,34.41397257736266,34.490539576632436,You'll say '{word}' this Monday,teek,ee,iː,k,velar,voiceless,mono,1.5331639999999993,256.93330654254964,76.5669992697795,103.36594417684353,3.9134756620948594,-0.38660360224641055
en04,They'll say 'tark' this Tuesday,37.015011,38.84449,37.603292264188696,37.95740451854761,37.68426462686784,37.83902771049824,I'll say '{word}' this Thursday,tark,ar,ɑː,k,velar,voiceless,mono,1.8294789999999992,354.1122543589168,154.76308363040658,118.37680804936923,3.279622231247258,-1.020457033094012
en04,We'll say 'terk' this Friday,40.475011,42.180864,41.01031965688321,41.33684535633247,41.085011,41.23136477723796,We'll say '{word}' this Friday,terk,er,əː,k,velar,voiceless,mono,1.7058529999999976,326.525699449256,146.35377723795528,105.48057909451103,3.5173019011603044,-0.7827773631809656
en04,She'll say 'terp' this Sunday,43.875185,45.589977,44.51188918389796,44.82101987782074,44.58827106571587,44.72511421334696,She'll say '{word}' this Sunday,terp,er,əː,p,labial,voiceless,mono,1.7147919999999957,309.13069392278203,136.8431476310903,95.90566447377569,3.4989666385194327,-0.8011126258218373
en04,They'll say 'teekus' this Tuesday,47.305034,49.260076,47.83711225360382,48.101833054347715,47.91422473746772,48.013598928009344,We'll say '{word}' this Friday,teekus,ee,iː,k,velar,voiceless,di,1.9550419999999988,264.7208007438948,99.37419054162433,88.2341263383708,3.580485738925304,-0.719593525415966
en04,You'll say 'terk' this Monday,50.915011,52.565961,51.47931771254521,51.83084611026357,51.55106093241336,51.74655114331492,We'll say '{word}' this Friday,terk,er,əː,k,velar,voiceless,mono,1.6509500000000017,351.5283977183614,195.4902109015606,84.29496694865435,3.634271177201002,-0.6658080871402681
en04,You'll say 'terpus' this Monday,54.28,56.133208,54.86366909160571,55.17411300522374,54.95032343325327,55.06598847470336,They'll say '{word}' this Tuesday,terpus,er,əː,p,labial,voiceless,di,1.8532080000000022,310.44391361803036,115.66504145009304,108.12453052037796,3.7772338561024945,-0.5228454082387755
en04,I'll say 'targ' this Thursday,57.8,59.643806,58.34013593187301,58.674265377198026,58.419363863841724,58.5871596281989,You'll say '{word}' this Monday,targ,ar,ɑː,g,velar,voiced,mono,1.8438060000000007,334.12944532501854,167.79576435717303,87.1057489991287,3.254138450574517,-1.045940813766753
en04,They'll say 'teegus' this Tuesday,61.370023,63.344173,61.91705174849292,62.18749167775736,61.99796208925368,62.12991798161223,They'll say '{word}' this Tuesday,teegus,ee,iː,g,velar,voiced,di,1.9741499999999945,270.43992926443394,131.95589235854754,57.57369614512697,3.5458298508218826,-0.7542494135193873
en04,We'll say 'teek' this Friday,65.325962,67.011571,65.90998993224476,66.19453880969952,65.98784705259943,66.0709303922326,You'll say '{word}' this Monday,teek,ee,iː,k,velar,voiceless,mono,1.6856089999999995,284.54887745476753,83.08333963316272,123.60841746692586,3.5595443545923175,-0.7405349097489524
en04,She'll say 'teegus' this Sunday,68.603837,70.515937,69.2324026752803,69.49065777267928,69.31440707510014,69.43658845691361,They'll say '{word}' this Tuesday,teegus,ee,iː,g,velar,voiced,di,1.9120999999999952,258.2550973989868,122.18138181347626,54.06931576567331,3.6608963966319843,-0.6391828677092857
en04,I'll say 'teek' this Thursday,72.244989,74.017823,72.72982137815266,73.05984878756902,72.86795538354419,72.94940963808651,You'll say '{word}' this Monday,teek,ee,iː,k,velar,voiceless,mono,1.7728340000000031,330.0274094163598,81.45425454232225,110.43914948251654,3.384411625679556,-0.9156676386617142
en04,I'll say 'teeg' this Thursday,75.751344,77.491432,76.29813406630792,76.59903304715375,76.38655018975271,76.5331678479289,She'll say '{word}' this Sunday,teeg,ee,iː,g,velar,voiced,mono,1.740088,300.89898084582956,146.61765817618289,65.86519922485934,3.4481014753276846,-0.8519777890135853
en04,We'll say 'tarp' this Friday,79.290287,80.93234,79.78143578005549,80.13499025466227,79.86788058574015,80.0307890948248,They'll say '{word}' this Tuesday,tarp,ar,ɑː,p,labial,voiceless,mono,1.64205299999999,353.55447460678135,162.9085090846445,104.2011598374728,3.653962448227942,-0.6461168161133282
en04,I'll say 'terk' this Thursday,82.604883,84.347115,83.10843618571414,83.42793959345634,83.19620605791062,83.33793646081425,We'll say '{word}' this Friday,terk,er,əː,k,velar,voiceless,mono,1.7422320000000013,319.50340774220365,141.73040290363303,90.0031326420958,3.443858223244663,-0.8562210410966071
en04,You'll say 'terbus' this Monday,86.010023,87.828617,86.54462901907975,86.84496043956312,86.630023,86.7737815489805,I'll say '{word}' this Thursday,terbus,er,əː,b,labial,voiced,di,1.8185939999999903,300.33142048337425,143.75854898050022,71.1788905826296,3.849127402817802,-0.450951861523468
en04,You'll say 'terkus' this Monday,89.374848,91.234681,89.88863461685966,90.19063494045305,89.96940841346463,90.09973522073234,I'll say '{word}' this Thursday,terkus,er,əː,k,velar,voiceless,di,1.8598329999999947,302.0003235933899,130.32680726770707,90.89971972070998,3.763778790891451,-0.5363004734498191
en04,I'll say 'terb' this Thursday,92.904989,94.725163,93.42771051294771,93.76412727297148,93.53259486787483,93.67595435586931,We'll say '{word}' this Friday,terb,er,əː,b,labial,voiced,mono,1.8201739999999944,336.4167600237664,143.3594879944735,88.17291710217035,3.296388147506787,-1.0036911168344829
en04,You'll say 'teegus' this Monday,96.630023,98.540651,97.25953159935779,97.53666334784597,97.33845410838815,97.48344268147348,They'll say '{word}' this Tuesday,teegus,ee,iː,g,velar,voiced,di,1.9106280000000027,277.13174848818767,144.9885730853282,53.22066637249634,3.663716851213313,-0.6363624131279568
en04,You'll say 'targus' this Monday,100.035011,101.893389,100.59391772601023,100.89165088569479,100.66712049200594,100.83002900109058,We'll say '{word}' this Friday,targus,ar,ɑː,g,velar,voiced,di,1.8583780000000019,297.7331596845545,162.9085090846445,61.62188460420737,3.7667256069540174,-0.5333536573872526
en04,She'll say 'teek' this Sunday,103.40042,105.221052,104.09145089605856,104.36195340480906,104.16908353585872,104.25705413076442,You'll say '{word}' this Monday,teek,ee,iː,k,velar,voiceless,mono,1.8206320000000034,270.5025087504964,87.97059490569836,104.89927404464083,3.295558904819859,-1.0045203595214112
en04,We'll say 'targus' this Friday,107.024989,108.983483,107.57647839872945,107.89310967425449,107.66432569247962,107.81908877611002,We'll say '{word}' this Friday,targus,ar,ɑː,g,velar,voiced,di,1.9584940000000017,316.6312755250402,154.76308363039948,74.0208981444681,3.5741748506760773,-0.7259044136651926
en04,They'll say 'targ' this Tuesday,110.705034,112.616036,111.25402318424331,111.62271991721627,111.35220898355728,111.535034,You'll say '{word}' this Monday,targ,ar,ɑː,g,velar,voiced,mono,1.9110019999999963,368.696732972964,182.8250164427203,87.68591721627672,3.139714139493319,-1.1603651248479512
en04,We'll say 'tarb' this Friday,114.231957,116.002801,114.77524007699586,115.14690488036888,114.8653710761774,115.04782860635218,I'll say '{word}' this Thursday,tarb,ar,ɑː,b,labial,voiced,mono,1.770844000000011,371.6648033730223,182.45753017478705,99.07627401669572,3.3882148851056124,-0.9118643792356576
en04,I'll say 'terbus' this Thursday,117.684055,119.766023,118.22215372531966,118.53471646772446,118.31982521309415,118.464055,I'll say '{word}' this Thursday,terbus,er,əː,b,labial,voiced,di,2.0819680000000034,312.56274240480764,144.22978690585353,70.66146772446302,3.362203453655382,-0.9378758106858878
en04,I'll say 'teepus' this Thursday,121.708611,123.682266,122.24814254201245,122.51999304114482,122.33352552234109,122.41660886197425,She'll say '{word}' this Sunday,teepus,ee,iː,p,labial,voiceless,di,1.9736549999999937,271.8504991323698,83.08333963316272,103.3841791705612,3.5467191581102178,-0.7533601062310522
en04,She'll say 'tergus' this Sunday,125.263341,127.262552,125.89690458053573,126.21538636095723,125.983341,126.14590110321775,You'll say '{word}' this Monday,tergus,er,əː,g,velar,voiced,di,1.9992110000000025,318.481780421493,162.56010321775705,69.48525773947267,3.501381294920842,-0.7986979694204281
en04,They'll say 'terkus' this Tuesday,128.991718,130.987418,129.5504553393281,129.8595777163941,129.63157329616203,129.74723833761215,I'll say '{word}' this Thursday,terkus,er,əː,k,velar,voiceless,di,1.9956999999999994,309.12237706601786,115.66504145011436,112.33937878196798,3.507541213609261,-0.7925380507320088
en04,They'll say 'tarpus' this Tuesday,132.710023,134.72015,133.22158872346645,133.53767330854924,133.29380031952297,133.41923987151813,You'll say '{word}' this Monday,tarpus,ar,ɑː,p,labial,voiceless,di,2.010126999999983,316.08458508279114,125.43955199515722,118.43343703111486,3.482367034520734,-0.8177122298205362
en04,They'll say 'terg' this Tuesday,136.480045,138.338578,137.06379380149366,137.4313964782414,137.15701844966333,137.340045,They'll say '{word}' this Tuesday,terg,er,əː,g,velar,voiced,mono,1.8585330000000226,367.6026767477367,183.02655033667747,91.35147824139267,3.2283526846173443,-1.0717265797239257
en04,We'll say 'terbus' this Friday,140,141.979843,140.53889981984835,140.87187104883463,140.63583339079682,140.7889673893364,I'll say '{word}' this Thursday,terbus,er,əː,b,labial,voiced,di,1.9798429999999883,332.9712289862812,153.1339985395732,82.90365949824263,3.5356338861212944,-0.7644453782199756
en04,She'll say 'teeg' this Sunday,143.643675,145.460796,144.32637170351208,144.67001309884245,144.39770733385714,144.59808480003124,She'll say '{word}' this Sunday,teeg,ee,iː,g,velar,voiced,mono,1.817120999999986,343.64139533036564,200.37746617410335,71.92829881120133,3.301926509021714,-0.9981527553195559
en04,I'll say 'tarkus' this Thursday,147.115917,149.13255,147.63276799744673,147.93243437928606,147.71021923114535,147.845917,She'll say '{word}' this Sunday,tarkus,ar,ɑː,k,velar,voiceless,di,2.016633000000013,299.66638183933014,135.6977688546408,86.51737928607872,3.4711323279942135,-0.8289469363470565
en04,We'll say 'terg' this Friday,150.955011,152.725113,151.57220672745126,151.9196526667697,151.68529877423816,151.8449491131411,They'll say '{word}' this Tuesday,terg,er,əː,g,velar,voiced,mono,1.77010199999998,347.4459393184475,159.65033890293512,74.70355362860914,3.3896351735663073,-0.9104440907749627
en04,She'll say 'tarb' this Sunday,154.210366,156.11811,154.9246149952549,155.2702398130321,155.0153896960785,155.170366,I'll say '{word}' this Thursday,tarb,ar,ɑː,b,labial,voiced,mono,1.907744000000008,345.6248177772068,154.97630392150086,99.87381303210441,3.1450760689065067,-1.1550031954347633
en04,She'll say 'terg' this Sunday,157.738386,159.584361,158.40269839174798,158.77854746904953,158.50961640821387,158.698386,They'll say '{word}' this Tuesday,terg,er,əː,g,velar,voiced,mono,1.84597500000001,375.84907730155237,188.7695917861265,80.16146904952848,3.250314874253426,-1.049764390087844
en04,You'll say 'terp' this Monday,161.22,162.907669,161.76947488213818,162.1181375081423,161.8583090889482,162.019588512942,She'll say '{word}' this Sunday,terp,er,əː,p,labial,voiceless,mono,1.6876689999999996,348.66262600411346,161.2794239937898,98.54899520030358,3.555199508908442,-0.7448797554328279
en04,We'll say 'tarkus' this Friday,164.42,166.307769,164.97138366133936,165.24621574813267,165.03444782477547,165.16,She'll say '{word}' this Sunday,tarkus,ar,ɑː,k,velar,voiceless,di,1.88776900000002,274.8320867933103,125.55217522452722,86.2157481326733,3.708080808615845,-0.5919984557254248
en04,We'll say 'terkus' this Friday,167.92,169.748677,168.44346175544206,168.7316246134694,168.51116369464827,168.63660324664343,I'll say '{word}' this Thursday,terkus,er,əː,k,velar,voiceless,di,1.828676999999999,288.1628580273343,125.43955199515722,95.02136682596074,3.827903998355097,-0.4721752659861731
en04,You'll say 'tarkus' this Monday,171.62,173.435428,172.17843764350502,172.47267795325848,172.24900316522633,172.36792637685812,She'll say '{word}' this Sunday,tarkus,ar,ɑː,k,velar,voiceless,di,1.8154279999999972,294.24030975346227,118.92321163179531,104.75157640036059,3.855840055347836,-0.44423920899343416
en04,You'll say 'tergus' this Monday,175.312683,177.085404,175.85869088347232,176.14778457037843,175.93872008826327,176.0837086613486,You'll say '{word}' this Monday,tergus,er,əː,g,velar,voiced,di,1.7727210000000184,289.0936869061136,144.9885730853282,64.07590902983884,3.9487319211539362,-0.35134734318733374
en04,You'll say 'terg' this Monday,178.62,180.296043,179.15229629355161,179.4999190021122,179.25258834148457,179.43,They'll say '{word}' this Tuesday,terg,er,əː,g,velar,voiced,mono,1.6760429999999928,347.62270856057853,177.41165851543883,69.91900211218649,3.579860421242191,-0.720218843099079
en04,She'll say 'targ' this Sunday,181.729028,183.488683,182.32777924578127,182.65988261945088,182.41284532013995,182.58878650995138,You'll say '{word}' this Monday,targ,ar,ɑː,g,velar,voiced,mono,1.7596550000000093,332.10337366961085,175.94118981142515,71.09610949950707,3.4097592994081047,-0.8903199649331652
en04,They'll say 'tarb' this Tuesday,185.070023,186.793777,185.56330313585693,185.88348718747972,185.6498811347899,185.79975696314776,I'll say '{word}' this Thursday,tarb,ar,ɑː,b,labial,voiced,mono,1.7237540000000138,320.18405162278896,149.87582835786384,83.73022433195842,3.4807750989990174,-0.8193041653422526
en04,I'll say 'targus' this Thursday,188.825034,190.822689,189.35721551929893,189.65530459825044,189.45281582671245,189.59780439979778,We'll say '{word}' this Friday,targus,ar,ɑː,g,velar,voiced,di,1.9976550000000088,298.0890789515058,144.9885730853282,57.50019845265797,3.504108567295138,-0.795970697046132
en04,She'll say 'tarbus' this Sunday,192.605034,194.560353,193.22140742528512,193.54309533593795,193.3057139879917,193.465034,She'll say '{word}' this Sunday,tarbus,ar,ɑː,b,labial,voiced,di,1.955319000000003,321.68791065282676,159.32001200829404,78.06133593794584,3.579978509900425,-0.7201007544408449
en04,I'll say 'terp' this Thursday,196.367919,198.236463,196.9280726804902,197.27238732263743,197.02564081242707,197.1706293855124,She'll say '{word}' this Sunday,terp,er,əː,p,labial,voiceless,mono,1.8685439999999858,344.31464214722496,144.9885730853282,101.75793712502923,3.2110563090834607,-1.0890229552578092
en04,You'll say 'tarbus' this Monday,200.08,201.949079,200.64797108770048,200.94219416810301,200.727844957875,200.87,She'll say '{word}' this Sunday,tarbus,ar,ɑː,b,labial,voiced,di,1.8690789999999993,294.2230804025314,142.15504212501173,72.19416810301027,3.745160049414713,-0.5549192149265569
en04,She'll say 'teepus' this Sunday,203.678244,205.660033,204.321338952492,204.5898250685755,204.40622646756535,204.4893098071985,She'll say '{word}' this Sunday,teepus,ee,iː,p,labial,voiceless,di,1.981788999999992,268.48611608349415,83.08333963316272,100.51526137698374,3.532162102019957,-0.767917162321313
en04,We'll say 'teep' this Friday,207.26,209.007062,207.80459227949194,208.09762185623498,207.89006502855028,207.978035623456,I'll say '{word}' this Thursday,teep,ee,iː,p,labial,voiceless,mono,1.7470619999999997,293.029576743038,87.97059490572678,119.58623277897118,3.4343371900939985,-0.8657420742472715
en04,We'll say 'terp' this Friday,210.762361,212.500237,211.26654895187605,211.60403760584563,211.34397370715132,211.5085113013268,She'll say '{word}' this Sunday,terp,er,əː,p,labial,voiceless,mono,1.737876,337.4886539695865,164.53759417547076,95.5263045188417,3.4524902812398586,-0.8475889831014114
en04,You'll say 'targ' this Monday,214.168424,215.823545,214.7012010758262,215.05251937118126,214.7790760799898,214.978424,You'll say '{word}' this Monday,targ,ar,ɑː,g,velar,voiced,mono,1.6551210000000083,351.3182953550711,199.3479200101831,74.09537118127218,3.6251126050602767,-0.6749666592809933
en04,I'll say 'terg' this Thursday,217.384989,219.295519,217.90550676927782,218.2393117687536,217.98412925371542,218.1633286137085,They'll say '{word}' this Tuesday,terg,er,əː,g,velar,voiced,mono,1.9105300000000227,333.8049994757739,179.19935999307768,75.98315504509401,3.1404898117275986,-1.1595894526136714
en04,We'll say 'teebus' this Friday,221.299085,223.13714,221.78323405443018,222.04243787019337,221.87246548311282,221.98161418419954,We'll say '{word}' this Friday,teebus,ee,iː,b,labial,voiced,di,1.838054999999997,259.2038157631862,109.14870108672403,60.82368599382448,3.808373525275365,-0.491705739065905
en04,I'll say 'tark' this Thursday,224.88,226.741684,225.40657710904074,225.7509758697607,225.48357722805227,225.63996939677352,I'll say '{word}' this Thursday,tark,ar,ɑː,k,velar,voiceless,mono,1.8616839999999968,344.3987607199688,156.39216872125417,111.00647298718513,3.222888524583125,-1.0771907397581448
en04,I'll say 'tergus' this Thursday,228.455011,230.491839,229.0099315941963,229.28243247979478,229.09224170042728,229.22908484805836,You'll say '{word}' this Monday,tergus,er,əː,g,velar,voiced,di,2.0368279999999856,272.5008855984754,136.84314763108318,53.34763173641477,3.4367163059424013,-0.8633629583988687
en04,They'll say 'tarp' this Tuesday,231.955011,233.854642,232.49278338970288,232.85528101999455,232.5720720860467,232.73660968022216,They'll say '{word}' this Tuesday,tarp,ar,ɑː,p,labial,voiceless,mono,1.8996309999999994,362.4976302916707,164.53759417547076,118.67133977239064,3.158508152372751,-1.1415711119685188
en04,We'll say 'teeb' this Friday,235.3,237.055993,235.87599219237225,236.203123888385,235.96407553119556,236.12,You'll say '{word}' this Monday,teeb,ee,iː,b,labial,voiced,mono,1.7559929999999895,327.13169601274217,155.924468804443,83.12388838498919,3.4168701128079872,-0.8832091515332827
en04,She'll say 'tarpus' this Sunday,238.502046,240.597106,239.19204686176283,239.51701641230687,239.28411921333284,239.412046,You'll say '{word}' this Monday,tarpus,ar,ɑː,p,labial,voiceless,di,2.0950599999999895,324.96955054404,127.92678666716029,104.97041230686932,3.341193092321955,-0.9588861720193149
en04,We'll say 'tergus' this Friday,242.010023,243.985748,242.5557546179523,242.85184565329536,242.6339709929883,242.7952504169821,You'll say '{word}' this Monday,tergus,er,əː,g,velar,voiced,di,1.9757250000000113,296.0910353430677,161.2794239937898,56.59523631325669,3.5430032013564436,-0.7570760629848263
en04,You'll say 'tarp' this Monday,245.695011,247.409261,246.249897184398,246.62890442526208,246.34737418720383,246.52168629192437,They'll say '{word}' this Tuesday,tarp,ar,ɑː,p,labial,voiceless,mono,1.7142499999999927,379.0072408640697,174.31210472054204,107.21813333771024,3.5000729181858103,-0.8000063461554596
en04,We'll say 'teegus' this Friday,248.830023,250.797902,249.3789434548914,249.68482247088164,249.47124583554526,249.62763800426652,They'll say '{word}' this Tuesday,teegus,ee,iː,g,velar,voiced,di,1.9678789999999822,305.8790159902287,156.39216872125417,57.18446661512644,3.557129274716618,-0.7429499896246519
en04,I'll say 'teegus' this Thursday,252.504989,254.560332,253.10412013575043,253.4086132090531,253.19619627983286,253.33629759764565,They'll say '{word}' this Tuesday,teegus,ee,iː,g,velar,voiced,di,2.0553429999999935,304.49307330266606,140.10131781279256,72.31561140744702,3.4057575791486006,-0.8943216851926694
en04,We'll say 'tarbus' this Friday,256.097852,258.153686,256.6774469343368,257.00143603804537,256.75273002930055,256.917852,She'll say '{word}' this Sunday,tarbus,ar,ɑː,b,labial,voiced,di,2.0558340000000044,323.989103708584,165.12197069943113,83.58403804538739,3.404944173508165,-0.8951350908331048
en04,They'll say 'terk' this Tuesday,259.836602,261.753057,260.40243132625415,260.77584836373694,260.4893495085237,260.64737076233575,We'll say '{word}' this Friday,terk,er,əː,k,velar,voiceless,mono,1.916454999999985,373.4170374827954,158.02125381208043,128.4776014011868,3.1307805296759104,-1.1692987346653596
en04,They'll say 'teeg' this Tuesday,263.545034,265.429167,264.12595583532243,264.46085420716014,264.19706183970465,264.36811577424345,She'll say '{word}' this Sunday,teeg,ee,iː,g,velar,voiced,mono,1.8841330000000198,334.8983718377099,171.05393453880424,92.73843291668982,3.1844885684821276,-1.1155906958591424
en04,She'll say 'tarkus' this Sunday,271.042732,273.133411,271.70362131717343,272.03506277798556,271.7842003899307,271.9194144524709,She'll say '{word}' this Sunday,tarkus,ar,ɑː,k,velar,voiceless,di,2.090679000000023,331.44146081212966,135.2140625402285,115.64832551465543,3.3481945339288925,-0.9518847304123774
en04,They'll say 'teek' this Tuesday,274.849509,276.73112,275.40997367311337,275.7355435609601,275.4975426917128,275.62624041388966,You'll say '{word}' this Monday,teek,ee,iː,k,velar,voiceless,mono,1.881610999999964,325.5698878467115,128.6977221768666,109.30314707042044,3.1887568684494907,-1.1113223958917793
en04,I'll say 'tarpus' this Thursday,282.710286,284.796609,283.2293658445608,283.55509771601305,283.30611502942827,283.45110360251357,You'll say '{word}' this Monday,tarpus,ar,ɑː,p,labial,voiceless,di,2.086322999999993,325.73187145226257,144.98857308529978,103.99411349948195,3.355185175066384,-0.9448940892748858
en04,She'll say 'terbus' this Sunday,301.76,303.710253,302.3960596606742,302.69725396767126,302.48834068366176,302.6268129163837,I'll say '{word}' this Thursday,terbus,er,əː,b,labial,voiced,di,1.950253000000032,301.1943069970471,138.47223272193787,70.44105128755973,3.5892779039436857,-0.7108013603975842
en04,You'll say 'teekus' this Monday,305.110023,307.033561,305.6949505279115,305.9644825774591,305.78449354775137,305.8789804830204,We'll say '{word}' this Friday,teekus,ee,iː,k,velar,voiceless,di,1.9235380000000077,269.5320495475926,94.48693526906027,85.50209443865242,3.6391274827947107,-0.6609517815465593
en04,I'll say 'tarb' this Thursday,308.504989,310.310619,309.00852684952895,309.390705818133,309.0953081776584,309.284989,I'll say '{word}' this Thursday,tarb,ar,ɑː,b,labial,voiced,mono,1.805629999999951,382.17896860402334,189.680822341586,105.71681813297573,3.322939915708181,-0.9771393486330888
en04,We'll say 'targ' this Friday,311.808939,313.642638,312.3687821668352,312.7329835907773,312.46632348378114,312.65692643941014,You'll say '{word}' this Monday,targ,ar,ɑː,g,velar,voiced,mono,1.8336989999999673,364.20142394206323,190.60295562900365,76.05715136713798,3.2720746425668046,-1.0280046217744654
en04,She'll say 'teebus' this Sunday,315.04949,317.113245,315.71168172126045,316.0220981141104,315.80171804448656,315.945077532481,We'll say '{word}' this Friday,teebus,ee,iː,b,labial,voiced,di,2.0637550000000147,310.4163928499588,143.35948799441667,77.02058162942649,3.3918754890963076,-0.9082037752449623
en04,They'll say 'targus' this Tuesday,318.770023,320.850332,319.28677492452266,319.600628626561,319.3623208617528,319.53500388138247,We'll say '{word}' this Friday,targus,ar,ɑː,g,velar,voiced,di,2.0803089999999997,313.85370203832963,172.68301962968735,65.62474517852479,3.364884735873373,-0.9351945284678971
en04,They'll say 'terpus' this Tuesday,322.366074,324.460867,322.9110785783068,323.2354688011169,322.9977398083314,323.1459865515984,They'll say '{word}' this Tuesday,terpus,er,əː,p,labial,voiceless,di,2.0947929999999815,324.3902228101092,148.24674326700915,89.4822495184826,3.341618957099848,-0.9584603072414222
en04,I'll say 'terpus' this Thursday,326.005034,328.145688,326.5292146222885,326.8624395473637,326.62330877221945,326.74060289876036,They'll say '{word}' this Tuesday,terpus,er,əː,p,labial,voiceless,di,2.1406539999999836,333.22492507517154,117.2941265409122,121.83664860333465,3.270028692166064,-1.030050572175206
en04,You'll say 'terb' this Monday,329.6,331.417023,330.2234489256484,NA,330.32103475613116,330.5067504564876,We'll say '{word}' this Friday,terb,er,əː,b,labial,voiced,mono,1.8170229999999492,NA,185.715700356468,NA,3.302104596364585,-0.9979746679766848
en04,They'll say 'tarbus' this Tuesday,332.950023,335.088777,333.5233811318399,333.83540194877116,333.601980396087,333.76814707535334,She'll say '{word}' this Sunday,tarbus,ar,ɑː,b,labial,voiced,di,2.138754000000006,312.02081693123773,166.16667926632545,67.25487341782355,3.2729336800772697,-1.0271455842640003
en04,I'll say 'teep' this Thursday,336.72,338.574086,337.287888134701,337.57674576242334,337.37383339656026,337.4732075871019,I'll say '{word}' this Thursday,teep,ee,iː,p,labial,voiceless,mono,1.8540859999999952,288.8576277223365,99.37419054165275,103.53817532143239,3.236095844529334,-1.0639834198119358
en04,I'll say 'teekus' this Thursday,340.115011,342.232773,340.71156964106007,341.01256756542284,340.7984794359583,340.9320644134077,We'll say '{word}' this Friday,teekus,ee,iː,k,velar,voiceless,di,2.1177620000000275,300.9979243627754,133.58497744940223,80.50315201512603,3.3053761470835292,-0.9947031172577407
en04,They'll say 'teeb' this Tuesday,343.950023,345.928235,344.54483468749584,344.88254096331553,344.6405194599165,344.790023,You'll say '{word}' this Monday,teeb,ee,iː,b,labial,voiced,mono,1.978211999999985,337.7062758196985,149.50354008351496,92.51796331551532,3.0330419591024853,-1.2670373052387847
en04,They'll say 'terp' this Tuesday,347.35251,349.15572,347.8844173381379,348.2285325599333,347.9674276837207,348.1368525331687,She'll say '{word}' this Sunday,terp,er,əː,p,labial,voiceless,mono,1.8032099999999787,344.11522179539134,169.42484944797798,91.68002676460674,3.3273994709435235,-0.9726797933977465
en04,I'll say 'tarp' this Thursday,350.710023,352.627962,351.2795285624787,351.6632790409353,351.36872107353076,351.5511786037055,They'll say '{word}' this Tuesday,tarp,ar,ɑː,p,labial,voiceless,mono,1.9179390000000467,383.75047845664767,182.45753017475863,112.1004372297989,3.128358096894559,-1.171721167446711
en04,We'll say 'teekus' this Friday,354.113214,356.173404,354.7186399254001,355.01867039644975,354.8106052260336,354.901833991121,We'll say '{word}' this Friday,teekus,ee,iː,k,velar,voiceless,di,2.0601899999999773,300.030471049638,91.22876508740774,116.83640532874051,3.3977448681918063,-0.9023343961494636
en04,You'll say 'tarpus' this Monday,357.450023,359.470337,358.06349832409603,358.399306510245,358.1369679915217,358.2786983944253,You'll say '{word}' this Monday,tarpus,ar,ɑː,p,labial,voiceless,di,2.020313999999985,335.808186148995,141.7304029035904,120.60811581972075,3.464807945695596,-0.8352713186456739
en04,You'll say 'teepus' this Monday,360.995011,363.081113,361.6694938432553,361.9572191722708,361.7521488042591,361.84663573952815,She'll say '{word}' this Sunday,teepus,ee,iː,p,labial,voiceless,di,2.0861020000000394,287.7253290155295,94.48693526906027,110.5834327426578,3.3555406207366025,-0.9445386436046674
en04,She'll say 'terkus' this Sunday,364.518454,366.600716,365.232502552655,365.54585305052944,365.31534254852454,365.4358948452471,I'll say '{word}' this Thursday,terkus,er,əː,k,velar,voiceless,di,2.0822619999999574,313.3504978744668,120.55229672256473,109.95820528233935,3.361728735384953,-0.9383505289563168
